序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
20308,2023-09-13 12:25:33,23 km/h,1141.67 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇三社路358号;三社路,315乡道-三社路交叉路口;厦门通威饲料有限公司(安仁大道),厦门鹭燕制药有限公司,宜佳公寓",闽D0TL89,偏北(346),"118.002922,24.602939",281.0,厦门市集美区灌口镇安仁大道1001#第6-8间店面
20309,2023-09-13 12:25:34,23 km/h,1141.67 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇三社路358号;三社路,315乡道-三社路交叉路口;厦门通威饲料有限公司(安仁大道),厦门鹭燕制药有限公司,宜佳公寓",闽D0TL89,偏北(346),"118.002922,24.602939",281.0,厦门市集美区灌口镇安仁大道1001#第6-8间店面
20386,2023-09-13 14:19:23,22 km/h,1141.87 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;集美北大道1030号;厦门燕来福制药有限公司-东北门,视捷自动化科技(厦门)有限公司,厦门思诺威自动化科技有限公司",闽D0TL89,正南(180),"118.003563,24.601686",2773991.0,厦门市集美区安仁里7号104-2室、104-3室
20387,2023-09-13 14:19:25,21 km/h,1141.87 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;集美北大道1030号;厦门燕来福制药有限公司-东北门,视捷自动化科技(厦门)有限公司,厦门思诺威自动化科技有限公司",闽D0TL89,偏南(195),"118.003555,24.601632",2773991.0,厦门市集美区安仁里7号104-2室、104-3室
20398,2023-09-13 14:20:37,35 km/h,1142.51 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;S507(安仁大道);兴永嵩超市,联杰公寓,安仁里小区",闽D0TL89,西北(321),"117.999336,24.603317",1081.0,集美灌口
20484,2023-09-13 14:41:47,74 km/h,1168.16 km, ,在线 / 行驶,"福建省厦门市同安区洪塘镇;G15;龙掘东2号中桥,龙掘东1号中桥,龙掘东服务区",闽D0TL89,偏东(100),"118.19593,24.689253",60421.0,厦门市同安区洪塘镇大乡村村委会
20506,2023-09-13 14:47:07,65 km/h,1173.72 km, ,在线 / 行驶,福建省厦门市翔安区翔安区马巷街道;洪垵路;垵边小学,闽D0TL89,偏南(192),"118.227437,24.670972",919.0,垵边村卫生所
20624,2023-09-13 15:03:52,16 km/h,1177.48 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,黎安小镇D小区,翔安区舫山小学",闽D0TL89,东北(54),"118.243207,24.662109",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20625,2023-09-13 15:03:55,11 km/h,1177.49 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,黎安小镇D小区",闽D0TL89,偏东(78),"118.243287,24.662155",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20626,2023-09-13 15:03:58,8 km/h,1177.5 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,黎安小镇D小区",闽D0TL89,正东(90),"118.243375,24.662158",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20627,2023-09-13 15:04:00,11 km/h,1177.5 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,黎安小镇D小区",闽D0TL89,偏东(74),"118.243402,24.662163",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20628,2023-09-13 15:04:02,18 km/h,1177.52 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏东(85),"118.243517,24.662179",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20629,2023-09-13 15:04:08,8 km/h,1177.54 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏东(79),"118.243793,24.662194",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20630,2023-09-13 15:04:11,7 km/h,1177.55 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏东(96),"118.243854,24.662198",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20631,2023-09-13 15:04:13,5 km/h,1177.55 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,东南(118),"118.243888,24.662185",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20632,2023-09-13 15:04:16,5 km/h,1177.55 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏南(175),"118.243896,24.662157",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20633,2023-09-13 15:04:19,9 km/h,1177.56 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏南(162),"118.243909,24.662097",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20634,2023-09-13 15:04:22,11 km/h,1177.57 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,东南(124),"118.243966,24.662024",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20635,2023-09-13 15:04:24,16 km/h,1177.57 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏东(112),"118.244002,24.662007",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20636,2023-09-13 15:04:26,22 km/h,1177.59 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏东(98),"118.244159,24.661978",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20637,2023-09-13 15:04:33,9 km/h,1177.63 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,东南(115),"118.244533,24.661922",654142.0,厦门市翔安区黎安社区民安路248号
20638,2023-09-13 15:04:35,4 km/h,1177.63 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏东(87),"118.244568,24.66191",654142.0,厦门市翔安区黎安社区民安路248号
20639,2023-09-13 15:04:38,0 km/h,1177.63 km,0秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20640,2023-09-13 15:05:08,0 km/h,1177.63 km,30秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20641,2023-09-13 15:05:38,0 km/h,1177.63 km,1分 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20642,2023-09-13 15:06:08,0 km/h,1177.63 km,1分30秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20643,2023-09-13 15:06:38,0 km/h,1177.63 km,2分 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20644,2023-09-13 15:07:08,0 km/h,1177.63 km,2分30秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20645,2023-09-13 15:07:38,0 km/h,1177.63 km,3分 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20646,2023-09-13 15:08:08,0 km/h,1177.63 km,3分30秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20647,2023-09-13 15:08:38,0 km/h,1177.63 km,4分 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20648,2023-09-13 15:09:08,0 km/h,1177.63 km,4分30秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20649,2023-09-13 15:09:38,0 km/h,1177.64 km,5分 / 8分20秒,在线 / 停车 / ACC关,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244594,24.661843",654142.0,厦门市翔安区黎安社区民安路248号
20650,2023-09-13 15:10:57,0 km/h,1177.64 km,6分19秒 / 8分20秒,在线 / 无效定位,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏东(87),"118.244594,24.661843",654142.0,厦门市翔安区黎安社区民安路248号
20651,2023-09-13 15:11:07,0 km/h,1177.64 km,6分29秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20652,2023-09-13 15:11:28,0 km/h,1177.64 km,6分50秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20653,2023-09-13 15:11:58,0 km/h,1177.64 km,7分20秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20654,2023-09-13 15:12:28,0 km/h,1177.64 km,7分50秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20655,2023-09-13 15:12:58,0 km/h,1177.64 km,8分20秒 / 8分20秒,在线 / 停车 / ACC开,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,正北(0),"118.244576,24.661913",654142.0,厦门市翔安区黎安社区民安路248号
20656,2023-09-13 15:13:22,8 km/h,1177.65 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路97号;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,东北(30),"118.244669,24.661848",654142.0,厦门市翔安区黎安社区民安路248号
20657,2023-09-13 15:13:24,10 km/h,1177.66 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路97号;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏北(355),"118.244681,24.661892",654142.0,厦门市翔安区黎安社区民安路248号
20658,2023-09-13 15:13:26,14 km/h,1177.66 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路97号;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏北(344),"118.244675,24.661923",654142.0,厦门市翔安区黎安社区民安路248号
20659,2023-09-13 15:13:27,14 km/h,1177.67 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏西(288),"118.244629,24.661971",654142.0,厦门市翔安区黎安社区民安路248号
20660,2023-09-13 15:13:28,16 km/h,1177.67 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏西(268),"118.244588,24.661975",654142.0,厦门市翔安区黎安社区民安路248号
20661,2023-09-13 15:13:29,16 km/h,1177.67 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;民安路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安商业广场",闽D0TL89,偏西(268),"118.244588,24.661975",654142.0,厦门市翔安区黎安社区民安路248号
20662,2023-09-13 15:13:34,16 km/h,1177.7 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道民安路29号;民安路,民安路-马巷街交叉路口;厦门市第五医院-5号门诊医技综合楼,厦门市第五医院,厦门大学附属第一医院翔安医院",闽D0TL89,偏西(281),"118.244275,24.661996",654142.0,厦门市翔安区黎安社区民安路248号
20663,2023-09-13 15:13:42,7 km/h,1177.74 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,西南(247),"118.24396,24.662035",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20664,2023-09-13 15:13:43,6 km/h,1177.74 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏南(189),"118.24395,24.662023",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20665,2023-09-13 15:13:46,5 km/h,1177.74 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏西(267),"118.243939,24.662001",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20666,2023-09-13 15:13:47,5 km/h,1177.74 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏西(292),"118.243923,24.662006",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20667,2023-09-13 15:13:49,7 km/h,1177.74 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,西北(326),"118.243891,24.662035",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20668,2023-09-13 15:13:51,5 km/h,1177.75 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏北(351),"118.243878,24.662067",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20669,2023-09-13 15:13:53,5 km/h,1177.75 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,芦荟家园(翔安区马巷街体验店),翔安区舫山小学",闽D0TL89,偏北(6),"118.243878,24.662081",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20670,2023-09-13 15:13:57,16 km/h,1177.76 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(21),"118.243917,24.662205",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20671,2023-09-13 15:13:58,19 km/h,1177.77 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(17),"118.243933,24.662249",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20672,2023-09-13 15:13:59,19 km/h,1177.77 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(10),"118.243946,24.662299",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20673,2023-09-13 15:14:03,18 km/h,1177.8 km, ,在线 / 行驶,"福建省厦门市翔安区马巷镇;民安路101号;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(351),"118.243946,24.662503",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
20674,2023-09-13 15:14:04,11 km/h,1177.8 km, ,在线 / 行驶,"福建省厦门市翔安区马巷镇;民安路101号;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,西北(322),"118.243934,24.662537",1623916.0,厦门市翔安区马巷镇印斗山南路26、28号
