序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
36000,2023-09-22 08:23:34,6 km/h,2082.4 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;杏滨路2号;华创小区,豪欣公寓,厦门地铁大厦",闽D0TL89,东南(117),"118.057282,24.571332",110.0,杏林街道苑亭路15号
36001,2023-09-22 08:23:56,7 km/h,2082.45 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;G228;文滨公园,厦门市集美区杏林街道铁路保护工作站,厦门市集美区铁路沿线联勤联动指挥部",闽D0TL89,东南(114),"118.057727,24.571139",21884.0,厦门市集美区杏林街道宛亭路6号
36089,2023-09-22 08:47:22,28 km/h,2098.22 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道湖滨北路97号之14f;白鹭洲路,白鹭洲路-白鹭洲路辅路交叉路口;筼筜湖带状公园,人民会堂,厦门外国语学校",闽D0TL89,偏东(96),"118.085545,24.478599",758.0,厦门市思明区湖滨北路36号之8
36090,2023-09-22 08:47:24,28 km/h,2098.22 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道湖滨北路97号之14f;白鹭洲路,白鹭洲路-白鹭洲路辅路交叉路口;筼筜湖带状公园,人民会堂,厦门外国语学校",闽D0TL89,偏东(111),"118.085622,24.478584",758.0,厦门市思明区湖滨北路36号之8
36091,2023-09-22 08:47:26,29 km/h,2098.24 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道湖滨北路97号之14f;白鹭洲路,白鹭洲路-白鹭洲路辅路交叉路口;筼筜湖带状公园,人民会堂,厦门外国语学校",闽D0TL89,东南(135),"118.085756,24.478505",758.0,厦门市思明区湖滨北路36号之8
36092,2023-09-22 08:47:28,30 km/h,2098.25 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道湖滨北路97号之14f;白鹭洲路,白鹭洲路-白鹭洲路辅路交叉路口;筼筜湖带状公园,人民会堂,厦门外国语学校",闽D0TL89,东南(145),"118.085811,24.478447",758.0,厦门市思明区湖滨北路36号之8
36093,2023-09-22 08:47:58,12 km/h,2098.54 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道白鹭洲东路1号;白鹭洲路,白鹭洲路辅路-白鹭洲东路交叉路口;白鹭洲公园水上广场-筼筜渔火,回归石,舒友海鲜大酒楼(白鹭洲旗舰店)",闽D0TL89,偏南(169),"118.086751,24.475969",143019.0,"思明区官任路38号底层A001
"
36109,2023-09-22 08:50:58,45 km/h,2099.4 km, ,在线 / 行驶,福建省厦门市思明区;白鹭洲路;金牛家具淘宝体验馆,闽D0TL89,偏南(165),"118.087275,24.468382",11937.0,思明区湖滨南路59号
36110,2023-09-22 08:51:28,0 km/h,2099.6 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;白鹭洲路83号;银聚祥邸,皇家御城-南1门,团结大厦",闽D0TL89,正北(0),"118.08784,24.46672",2237046.0,厦门市思明区湖滨南路44-3号第一层商场
36111,2023-09-22 08:51:58,0 km/h,2099.6 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;白鹭洲路83号;银聚祥邸,皇家御城-南1门,团结大厦",闽D0TL89,正北(0),"118.08784,24.46672",2237046.0,厦门市思明区湖滨南路44-3号第一层商场
36116,2023-09-22 08:52:55,51 km/h,2100.09 km, ,在线 / 行驶,福建省厦门市思明区;公园东路;中山公园东一门,闽D0TL89,西南(219),"118.087031,24.462555",1095.0,*美仁路242号
36118,2023-09-22 08:53:11,51 km/h,2100.33 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;镇海路;连心园,公园东路公交站,公园东路公交站",闽D0TL89,西南(206),"118.08549,24.460894",30557.0,厦门市思明区幸福路3-5号
36119,2023-09-22 08:53:13,48 km/h,2100.36 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;公园东路3-6号;连心园,公园东路公交站,公园东路公交站",闽D0TL89,偏南(192),"118.085395,24.460664",30557.0,厦门市思明区幸福路3-5号
36133,2023-09-22 08:55:52,25 km/h,2100.73 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路9号;厦门保嘉国旅(虎园路营业部),信园,天天饮食老四川菜馆(虎园路店)",闽D0TL89,偏南(170),"118.086323,24.458086",5304.0,五号楼3楼3008号药学部
36134,2023-09-22 08:55:58,28 km/h,2100.77 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路11-2号;电子器材大楼,白鹭宾馆,信园",闽D0TL89,偏南(170),"118.086402,24.457676",5304.0,五号楼3楼3008号药学部
36135,2023-09-22 08:56:10,8 km/h,2100.84 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路6号之4;白鹭宾馆,科普楼院,电子器材大楼",闽D0TL89,偏南(191),"118.086483,24.457129",5304.0,五号楼3楼3008号药学部
36136,2023-09-22 08:56:12,8 km/h,2100.84 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路6号之4;白鹭宾馆,科普楼院,电子器材大楼",闽D0TL89,偏南(174),"118.086483,24.45711",5304.0,五号楼3楼3008号药学部
36137,2023-09-22 08:56:28,0 km/h,2100.85 km,0秒 / 29秒,在线 / 停车 / ACC开,"福建省厦门市思明区;虎园路6号之4;白鹭宾馆,科普楼院,电子器材大楼",闽D0TL89,正北(0),"118.086513,24.457",5304.0,五号楼3楼3008号药学部
36138,2023-09-22 08:56:57,0 km/h,2100.85 km,29秒 / 29秒,在线 / 停车 / ACC开,"福建省厦门市思明区;虎园路6号之4;白鹭宾馆,科普楼院,电子器材大楼",闽D0TL89,正北(0),"118.086513,24.457",5304.0,五号楼3楼3008号药学部
36139,2023-09-22 08:57:27,6 km/h,2100.86 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路6-1号;白鹭宾馆,科普楼院,厦门市大同中学",闽D0TL89,偏南(170),"118.086514,24.456859",5304.0,五号楼3楼3008号药学部
36140,2023-09-22 08:57:28,5 km/h,2100.86 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路6-1号;白鹭宾馆,科普楼院,厦门市大同中学",闽D0TL89,东南(155),"118.086519,24.456844",5304.0,五号楼3楼3008号药学部
36141,2023-09-22 08:57:33,4 km/h,2100.87 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路6号1号;厦门融通白鹭宾馆(万石植物园店),天良缘优品便利店,警备区公交站",闽D0TL89,偏南(168),"118.086532,24.456787",5304.0,五号楼3楼3008号药学部
36142,2023-09-22 08:57:36,7 km/h,2100.88 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路6号1号;厦门融通白鹭宾馆(万石植物园店),天良缘优品便利店,警备区公交站",闽D0TL89,西南(218),"118.086525,24.456745",5304.0,五号楼3楼3008号药学部
36143,2023-09-22 08:57:39,4 km/h,2100.88 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路6号1号;厦门融通白鹭宾馆(万石植物园店),天良缘优品便利店,警备区公交站",闽D0TL89,西南(204),"118.086496,24.456697",5304.0,五号楼3楼3008号药学部
36144,2023-09-22 08:57:42,8 km/h,2100.89 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号;白鹭宾馆,科普楼院,厦门市大同中学",闽D0TL89,西南(239),"118.086471,24.456657",5304.0,五号楼3楼3008号药学部
36145,2023-09-22 08:57:45,12 km/h,2100.89 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号;白鹭宾馆,科普楼院,厦门市大同中学",闽D0TL89,偏西(252),"118.086385,24.456622",5304.0,五号楼3楼3008号药学部
36146,2023-09-22 08:57:49,14 km/h,2100.91 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号;白鹭宾馆,厦门市大同中学,科普楼院",闽D0TL89,偏西(263),"118.086221,24.456583",5304.0,五号楼3楼3008号药学部
36147,2023-09-22 08:57:52,6 km/h,2100.92 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路7号之4;科普楼院,厦门市大同中学,白鹭宾馆",闽D0TL89,偏西(251),"118.086141,24.456562",5304.0,五号楼3楼3008号药学部
36148,2023-09-22 08:57:54,6 km/h,2100.93 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路7号之4;科普楼院,厦门市大同中学,白鹭宾馆",闽D0TL89,西南(239),"118.086094,24.456532",5304.0,五号楼3楼3008号药学部
36149,2023-09-22 08:57:55,17 km/h,2100.93 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号之三;厦门市大同中学,白鹭宾馆,科普楼院",闽D0TL89,西南(227),"118.086059,24.456505",5304.0,五号楼3楼3008号药学部
36150,2023-09-22 08:57:57,19 km/h,2100.94 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路7号之4;厦门市大同中学,科普楼院,白鹭宾馆",闽D0TL89,西南(221),"118.085988,24.456433",12878.0,思明区公园南路75号
36151,2023-09-22 08:58:00,24 km/h,2100.96 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路63号;厦门市大同中学,科普楼院,白鹭宾馆",闽D0TL89,西南(213),"118.085861,24.456274",12878.0,思明区公园南路75号
36152,2023-09-22 08:58:04,24 km/h,2100.99 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路63号;厦门市大同中学,科普楼院,厦门市卫生局",闽D0TL89,西南(227),"118.085681,24.45607",415.0,思明区新华路54号
36153,2023-09-22 08:58:15,11 km/h,2101.05 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路65;虎溪社区,厦门市大同中学,厦门市卫生局",闽D0TL89,西南(216),"118.08527,24.45564",415.0,思明区新华路54号
36154,2023-09-22 08:58:25,21 km/h,2101.11 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路65-1号;虎溪社区,厦门市卫生局,天鹭大厦-B栋",闽D0TL89,西南(234),"118.084927,24.455277",620.0,古城西路6号
36155,2023-09-22 08:58:27,19 km/h,2101.12 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路22号-43栋;虎溪社区,厦门市卫生局,天鹭大厦-B栋",闽D0TL89,西南(217),"118.084852,24.455201",620.0,古城西路6号
36156,2023-09-22 08:58:32,8 km/h,2101.14 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路59号;虎溪社区,厦门市卫生局,天鹭大厦-B栋",闽D0TL89,偏南(200),"118.084741,24.455038",620.0,古城西路6号
36157,2023-09-22 08:58:35,7 km/h,2101.14 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路59号;虎溪社区,厦门市卫生局,天鹭大厦-B栋",闽D0TL89,西南(214),"118.08471,24.454979",620.0,古城西路6号
36158,2023-09-22 08:58:43,15 km/h,2101.17 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路57;厦门大学附属第一医院,虎溪社区,厦门市卫生局",闽D0TL89,偏南(202),"118.084553,24.454767",620.0,古城西路6号
36159,2023-09-22 08:58:50,18 km/h,2101.2 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;白鹿路53;虎溪社区,厦门市思明区上古街82号小区,厦门大学附属第一医院",闽D0TL89,西南(219),"118.084394,24.454509",1801.0,"福建厦门古城西路9号
"
36160,2023-09-22 08:58:53,20 km/h,2101.22 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路53号;厦门大学附属第一医院,虎溪社区,厦门市卫生局",闽D0TL89,西南(205),"118.084287,24.454381",1801.0,"福建厦门古城西路9号
"
36161,2023-09-22 08:58:55,23 km/h,2101.23 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路26号;厦门大学附属第一医院,综合楼,虎溪社区",闽D0TL89,偏南(189),"118.084237,24.454275",1801.0,"福建厦门古城西路9号
"
36162,2023-09-22 08:58:57,32 km/h,2101.25 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路26号;厦门大学附属第一医院,综合楼,虎溪社区",闽D0TL89,偏南(171),"118.084242,24.454121",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36180,2023-09-22 08:59:57,20 km/h,2101.64 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,石泉路-白鹿路交叉路口;厦门医学院美疗健康管理学院,厦门市地震局(地球科学教育普及基地),重庆宝妈酸辣粉",闽D0TL89,正西(270),"118.083108,24.451975",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
36181,2023-09-22 09:00:18,8 km/h,2101.69 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,厦门大学附属第一医院,中国社区",闽D0TL89,偏南(190),"118.082651,24.451941",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
36182,2023-09-22 09:00:22,18 km/h,2101.7 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,厦门大学附属第一医院,中国社区",闽D0TL89,偏南(177),"118.08263,24.451803",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
36183,2023-09-22 09:00:27,16 km/h,2101.72 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,厦门大学附属第一医院",闽D0TL89,西南(210),"118.082628,24.451597",1035.0,思明区海景新村底层1-8号店面及203、204室
36184,2023-09-22 09:00:28,13 km/h,2101.73 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,厦门大学附属第一医院",闽D0TL89,西南(220),"118.082607,24.451571",1035.0,思明区海景新村底层1-8号店面及203、204室
36185,2023-09-22 09:00:30,12 km/h,2101.74 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,偏西(258),"118.082541,24.45154",1035.0,思明区海景新村底层1-8号店面及203、204室
36186,2023-09-22 09:00:32,6 km/h,2101.74 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,西北(295),"118.082515,24.451543",1035.0,思明区海景新村底层1-8号店面及203、204室
36187,2023-09-22 09:00:34,5 km/h,2101.74 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,偏西(274),"118.082469,24.451554",1035.0,思明区海景新村底层1-8号店面及203、204室
36188,2023-09-22 09:00:39,4 km/h,2101.75 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,西北(313),"118.082416,24.451566",1035.0,思明区海景新村底层1-8号店面及203、204室
36189,2023-09-22 09:00:40,5 km/h,2101.75 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏西(272),"118.082402,24.45157",1035.0,思明区海景新村底层1-8号店面及203、204室
36190,2023-09-22 09:00:43,6 km/h,2101.75 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏西(283),"118.082366,24.451573",1035.0,思明区海景新村底层1-8号店面及203、204室
36191,2023-09-22 09:00:44,8 km/h,2101.75 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏西(273),"118.082345,24.451574",1035.0,思明区海景新村底层1-8号店面及203、204室
36192,2023-09-22 09:00:48,17 km/h,2101.77 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏西(287),"118.08219,24.451594",1035.0,思明区海景新村底层1-8号店面及203、204室
36193,2023-09-22 09:00:49,16 km/h,2101.77 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,西北(298),"118.082146,24.451611",1035.0,思明区海景新村底层1-8号店面及203、204室
36194,2023-09-22 09:00:51,20 km/h,2101.78 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,西北(337),"118.08209,24.451678",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
36195,2023-09-22 09:00:57,25 km/h,2101.82 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,中国社区,厦门大学附属第一医院",闽D0TL89,偏北(348),"118.081952,24.452048",12875.0,思明区思明南路158号思南好又多一楼
36196,2023-09-22 09:00:58,21 km/h,2101.83 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,中国社区,厦门大学附属第一医院",闽D0TL89,偏北(352),"118.08194,24.452107",12875.0,思明区思明南路158号思南好又多一楼
36197,2023-09-22 09:01:01,18 km/h,2101.84 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门市地震局,厦门大学附属第一医院",闽D0TL89,偏北(2),"118.081917,24.452258",12875.0,思明区思明南路158号思南好又多一楼
36198,2023-09-22 09:01:03,24 km/h,2101.86 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4-1号;福建省厦门双十中学(镇海校区),中国社区,厦门大学附属第一医院",闽D0TL89,东北(49),"118.081985,24.452353",12875.0,思明区思明南路158号思南好又多一楼
36199,2023-09-22 09:01:04,21 km/h,2101.86 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4-1号;福建省厦门双十中学(镇海校区),中国社区,厦门大学附属第一医院",闽D0TL89,东北(64),"118.082035,24.452382",12875.0,思明区思明南路158号思南好又多一楼
36200,2023-09-22 09:01:08,18 km/h,2101.88 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;福建省厦门双十中学(镇海校区),中国社区,厦门大学附属第一医院",闽D0TL89,东北(43),"118.082221,24.452476",12875.0,思明区思明南路158号思南好又多一楼
36201,2023-09-22 09:01:10,17 km/h,2101.89 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,东北(33),"118.08228,24.452546",12875.0,思明区思明南路158号思南好又多一楼
36202,2023-09-22 09:01:12,6 km/h,2101.9 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏北(18),"118.0823,24.452595",12875.0,思明区思明南路158号思南好又多一楼
36203,2023-09-22 09:01:15,6 km/h,2101.9 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏北(5),"118.082302,24.45264",12875.0,思明区思明南路158号思南好又多一楼
36204,2023-09-22 09:01:16,8 km/h,2101.91 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏北(355),"118.082294,24.45266",12875.0,思明区思明南路158号思南好又多一楼
36205,2023-09-22 09:01:19,4 km/h,2101.91 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏北(344),"118.082275,24.452714",12875.0,思明区思明南路158号思南好又多一楼
36206,2023-09-22 09:01:20,4 km/h,2101.91 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏北(358),"118.082272,24.452725",12875.0,思明区思明南路158号思南好又多一楼
36207,2023-09-22 09:01:22,4 km/h,2101.91 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,东北(31),"118.082277,24.452746",12875.0,思明区思明南路158号思南好又多一楼
36208,2023-09-22 09:01:27,0 km/h,2101.91 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,正北(0),"118.082275,24.452753",12875.0,思明区思明南路158号思南好又多一楼
36209,2023-09-22 09:01:39,4 km/h,2101.92 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏东(102),"118.082339,24.452747",12875.0,思明区思明南路158号思南好又多一楼
36210,2023-09-22 09:01:57,0 km/h,2101.92 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,正北(0),"118.08235,24.452734",12875.0,思明区思明南路158号思南好又多一楼
36211,2023-09-22 09:02:07,4 km/h,2101.92 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏东(84),"118.082371,24.452728",12875.0,思明区思明南路158号思南好又多一楼
36212,2023-09-22 09:02:09,6 km/h,2101.93 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏东(102),"118.082405,24.452725",12875.0,思明区思明南路158号思南好又多一楼
36283,2023-09-22 09:27:15,7 km/h,2102.28 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏南(191),"118.082378,24.452722",12875.0,思明区思明南路158号思南好又多一楼
36284,2023-09-22 09:27:19,6 km/h,2102.29 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,西南(219),"118.082354,24.452669",12875.0,思明区思明南路158号思南好又多一楼
36285,2023-09-22 09:27:21,9 km/h,2102.29 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,西南(208),"118.082341,24.452652",12875.0,思明区思明南路158号思南好又多一楼
36286,2023-09-22 09:27:23,19 km/h,2102.3 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏南(181),"118.082307,24.452541",12875.0,思明区思明南路158号思南好又多一楼
36287,2023-09-22 09:27:25,15 km/h,2102.31 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏南(200),"118.082292,24.452455",12875.0,思明区思明南路158号思南好又多一楼
36288,2023-09-22 09:27:27,20 km/h,2102.32 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,西南(214),"118.082266,24.452415",12875.0,思明区思明南路158号思南好又多一楼
36289,2023-09-22 09:27:29,20 km/h,2102.34 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门大学附属第一医院,厦门市地震局",闽D0TL89,偏西(253),"118.082134,24.452328",12875.0,思明区思明南路158号思南好又多一楼
36290,2023-09-22 09:27:31,11 km/h,2102.34 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门市地震局,厦门大学附属第一医院",闽D0TL89,西南(233),"118.082039,24.452295",12875.0,思明区思明南路158号思南好又多一楼
36291,2023-09-22 09:27:32,14 km/h,2102.35 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门市地震局,厦门大学附属第一医院",闽D0TL89,西南(213),"118.082013,24.452273",12875.0,思明区思明南路158号思南好又多一楼
36292,2023-09-22 09:27:33,14 km/h,2102.35 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门市地震局,厦门大学附属第一医院",闽D0TL89,西南(213),"118.082013,24.452273",12875.0,思明区思明南路158号思南好又多一楼
36293,2023-09-22 09:27:35,12 km/h,2102.36 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路中段;中国社区,厦门市地震局,厦门大学附属第一医院",闽D0TL89,偏南(182),"118.081989,24.45219",12875.0,思明区思明南路158号思南好又多一楼
36294,2023-09-22 09:27:37,16 km/h,2102.37 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,中国社区,厦门大学附属第一医院",闽D0TL89,偏南(166),"118.082004,24.45211",12875.0,思明区思明南路158号思南好又多一楼
36295,2023-09-22 09:27:39,12 km/h,2102.37 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,中国社区,厦门大学附属第一医院",闽D0TL89,东南(154),"118.082029,24.452043",12875.0,思明区思明南路158号思南好又多一楼
36296,2023-09-22 09:27:41,6 km/h,2102.38 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,中国社区,厦门大学附属第一医院",闽D0TL89,正南(180),"118.082045,24.451994",12875.0,思明区思明南路158号思南好又多一楼
36297,2023-09-22 09:27:46,5 km/h,2102.38 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,瑞泉山庄,中国社区",闽D0TL89,偏南(161),"118.082048,24.451973",12875.0,思明区思明南路158号思南好又多一楼
36298,2023-09-22 09:27:48,9 km/h,2102.38 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路4号;厦门市地震局,瑞泉山庄,中国社区",闽D0TL89,东南(149),"118.082056,24.451957",12875.0,思明区思明南路158号思南好又多一楼
36299,2023-09-22 09:27:51,16 km/h,2102.4 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,中国社区",闽D0TL89,偏南(167),"118.082095,24.451818",12875.0,思明区思明南路158号思南好又多一楼
36300,2023-09-22 09:27:55,14 km/h,2102.41 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,东南(151),"118.082132,24.451658",1035.0,思明区海景新村底层1-8号店面及203、204室
36301,2023-09-22 09:27:57,13 km/h,2102.42 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,东南(126),"118.082154,24.451631",1035.0,思明区海景新村底层1-8号店面及203、204室
36302,2023-09-22 09:27:59,14 km/h,2102.43 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路12-1号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏东(103),"118.082253,24.451594",1035.0,思明区海景新村底层1-8号店面及203、204室
36303,2023-09-22 09:28:02,16 km/h,2102.44 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,鸿山公园",闽D0TL89,偏东(97),"118.08236,24.451573",1035.0,思明区海景新村底层1-8号店面及203、204室
36304,2023-09-22 09:28:04,18 km/h,2102.45 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,偏东(84),"118.082451,24.451578",1035.0,思明区海景新村底层1-8号店面及203、204室
36305,2023-09-22 09:28:06,10 km/h,2102.45 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,偏东(72),"118.082523,24.451584",1035.0,思明区海景新村底层1-8号店面及203、204室
36306,2023-09-22 09:28:08,12 km/h,2102.46 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D0TL89,偏北(18),"118.082554,24.451616",1035.0,思明区海景新村底层1-8号店面及203、204室
